,facility_code,facility_name,hospital_type,owner,no_of_beds,no_of_cots,no_of_icu_beds,open_24_hours,open_weekends,operational_status,art,c-imci,fp,hbc,ipd,"core_health_workforce_per_10,000_population",total_population,county,constituency,nearest_town
4918,10223,Gatondo Dispensary (Kipipiri),Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,11.6,638289,nyandarua,KIPIPIRI,Sofia
4919,10224,Gatondo Dispensary (Nyeri North),Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,Y,Y,Y,31.0,759164,nyeri,MATHIRA,Karatina
4920,10226,Gatuamba Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,14.0,N,N,Operational,N,N,Y,N,N,31.0,759164,nyeri,KIENI,Kimahuri
4921,10227,Gatuanyaga Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,Y,Y,Y,22.8,2417735,kiambu,JUJA,Thika
4922,10228,Gatugi Mission Dispensary,Dispensary,Other Faith Based,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,OTHAYA,Othaya Town
4923,10229,Gatugura Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,22.3,610411,kirinyaga,GICHUGU,Gatugura
4924,10231,Gatukuyu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,GATUNDU NORTH,Gatundutown
4925,10232,Gatumbi (SDA) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,4.0,N,N,Operational,N,N,Y,N,Y,22.3,610411,kirinyaga,GICHUGU,Kamwana
4926,12032,Gatumbi Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,Y,Y,Y,21.2,608599,embu,RUNYENJES,Runyenjes
4927,10233,Gatundu District Hospital,District Hospital,Ministry of Health,162,11,19.0,Y,Y,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,GATUNDU SOUTH,Gatundu Town
4928,12033,Gatunduri Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,Y,Y,Y,Y,21.2,608599,embu,MANYATTA,Embu
4929,12034,Gatunga Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,6,0,0.0,N,N,Operational,N,N,N,Y,Y,33.8,393177,tharakanithi,THARAKA,Gatunga
4930,18080,Gatunga Model Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,33.8,393177,tharakanithi,THARAKA,Gatunga Town
4931,10234,Gatunyu Dispensary,Dispensary,Ministry of Health,1,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,GATANGA,Gatunyu Market
4933,10236,Gatura Healh Centre,Health Centre,Ministry of Health,8,4,4.0,Y,Y,Operational,Y,N,Y,Y,Y,17.068633206144384,1056640,murang'a,GATANGA,Thika
4934,16976,Gaturi Catholic Parish Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,4.0,N,Y,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,KIHARU,Mugeka
4935,16232,Gaturi Dispensary,Dispensary,Christian Health Association of Kenya,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,SOUTH IMENTI,Igoji
4936,10237,Gaturi Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,KIHARU,Muranga
4937,16386,Gatuto Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,N,22.3,610411,kirinyaga,KERUGOYA/KUTUS,Gatuto
4938,10239,Gatwe Health Centre,Health Centre,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,N,Y,22.3,610411,kirinyaga,NDIA,Gatwe
4940,19006,Gatwell/Lab Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,6.0,N,Y,Operational,N,N,N,N,N,10.0,841353,garissa,DUJIS,0
4941,10240,Gawa Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,JUJA,Thika
4942,19862,Gazi Bay Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,1,1,6.0,N,Y,Operational,N,N,N,N,N,8.0,866820,kwale,MSAMBWENI,Gazi
4943,11386,Geca Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,36.0,N,N,Operational,N,N,Y,N,N,19.2,1208333,mombasa,LIKONI,Mombasa
4944,17314,Gechiriet Dispensary,Dispensary,Community,0,0,5.0,N,N,Operational,N,N,N,N,N,16.2,901777,kericho,BELGUT,Ainamoi
4945,11387,Gede Health Centre,Health Centre,Ministry of Health,14,6,0.0,Y,Y,Operational,Y,N,Y,Y,Y,10.0,1453787,kilifi,MALINDI,Gede
4946,11388,Gede Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,Y,Operational,N,N,N,N,N,10.0,1453787,kilifi,MALINDI,Malindi
4947,19611,Gedmed Medical Clinic,Medical Clinic,Private Enterprise (Institution),4,1,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,KAMUKUNJI,0
4948,13557,Gekano Health Centre (Manga),Health Centre,Kenya Episcopal Conference-Catholic Secretariat,15,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,KITUTU MASABA,Magombo
4949,14505,Gelegele Dispensary,Dispensary,Ministry of Health,3,0,0.0,N,N,Operational,N,N,Y,N,Y,8.9,875689,bomet,SOTIK (PART),Ndanai
4950,16571,General Medical Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
4951,18705,General Medical Clinic and Lab,Medical Clinic,Private Practice - Unspecified,0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru Town
4952,16572,General Medical Laboratory,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
4953,16573,Generation Medical Clinic/Lab,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
4954,10241,Generations Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,KIGUMO,Iriguini
4955,16574,Genesis Clinic (Imenti North),Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,Meru
4956,10242,Genesis Clinic (Kirinyaga),Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,NDIA,Sagana
4957,16500,Genesis Community Bamako Initiative,Not in List,Non-Governmental Organizations,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,NDIA,Ndiriti
4959,19702,Genesis Medical Clinic Kitengela,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Kitengela
4960,16442,Genesis Medicare,Medical Clinic,Private Practice - Nurse / Midwife,0,0,36.0,Y,Y,Operational,N,N,Y,Y,N,19.2,1208333,mombasa,KISAUNI,Mombasa
4961,12949,Genessaret Clinic,Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,Y,N,Y,26.3,4397073,nairobi,EMBAKASI WEST,Nairobi
4962,19287,Genus Medical Services & Diagnostic Lab,Medical Clinic,Private Practice - General Practitioner,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,ROYSAMBU,Roysambu round about next to AAR Thika road health service
4964,17725,Gertrude Komarock Clinic,Health Centre,Private Practice - General Practitioner,3,2,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,EMBAKASI CENTRAL,Komarock
4965,18585,Gertrudes Chidrens Clinic (Ongata Rongai),Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Ongata Rongai
4966,19314,Gertrudes Chiildren Clinic (Pangani),Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,STAREHE,Pangani
4967,18191,Gertrudes Children Clinic (Kitengela),Medical Clinic,Private Practice - General Practitioner,0,0,0.0,Y,Y,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Kitengela
4968,20820,Gertrudes Children Hospital,Medical Centre,Private Enterprise (Institution),0,0,36.0,N,Y,Operational,N,N,N,N,N,19.2,1208333,mombasa,KISAUNI,kongowea market
4969,12950,Gertrudes Childrens Hospital,Other Hospital,Private Enterprise (Institution),85,0,258.0,N,N,Operational,Y,Y,N,Y,Y,26.3,4397073,nairobi,WESTLANDS,Nairobi
4970,12951,Gertrudes Othaya Road Dispensary,Dispensary,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,DAGORETTI NORTH,Nairobi
4971,13558,Gesabakwa Health Centre,Health Centre,Ministry of Health,0,0,13.0,Y,Y,Operational,N,N,Y,Y,Y,13.6,1266860,kisii,BOBASI,Nyangusu
4972,13559,Gesima Health Centre,Health Centre,Ministry of Health,2,0,0.0,Y,Y,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,KITUTU MASABA,Gesima
4973,13560,Gesuguri Dispensary,Dispensary,Ministry of Health,0,0,13.0,N,N,Operational,N,N,Y,Y,Y,13.6,1266860,kisii,BONCHARI,Itibo Rianyabaro Mkt
4974,13561,Gesure Dispensary (Sameta),Dispensary,Ministry of Health,0,0,13.0,N,N,Operational,N,N,Y,Y,Y,13.6,1266860,kisii,BOBASI,Itumbe
4975,13562,Gesure Health Centre (Manga),Health Centre,Ministry of Health,1,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,KITUTU MASABA,Nyaikuro
4976,13563,Gesusu (SDA) Dispensary,Dispensary,Ministry of Health,1,0,13.0,N,N,Operational,N,N,Y,Y,Y,13.6,1266860,kisii,NYARIBARI MASABA,Gesusu MKT
4977,13564,Gesusu Sub-District Hospital,Sub-District Hospital,Ministry of Health,28,2,13.0,N,N,Operational,Y,Y,Y,Y,Y,13.6,1266860,kisii,NYARIBARI MASABA,Gesusu
4978,19151,Get Well Clinic and Lab Services,Medical Clinic,Private Enterprise (Institution),0,0,0.0,N,Y,Operational,N,N,N,N,N,6.1,781263,wajir,WAJIR EAST,Wagberi
4979,10244,Geta Bush Health Centre,Health Centre,Ministry of Health,10,4,0.0,Y,Y,Operational,N,N,N,N,N,11.6,638289,nyandarua,KIPIPIRI,Geta
4980,14506,Geta Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,7.5,990341,transnzoia,CHERANGANI,Kitale
4981,10245,Geta Forest Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,Y,Y,Y,11.6,638289,nyandarua,KIPIPIRI,Geta
4982,13565,Getambwega Dispensary,Dispensary,Ministry of Health,2,0,0.0,N,N,Operational,N,N,Y,N,Y,11.3,1116436,migori,KURIA,Masangora
4983,13566,Getare Health Centre(Manga),Health Centre,Ministry of Health,2,0,0.0,N,N,Operational,N,N,Y,Y,Y,14.1,605576,nyamira,KITUTU MASABA,Kisii
4984,14507,Getarwet Dispensary,Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,N,N,N,16.2,901777,kericho,BURET,Getarwet
4986,13568,Geteri Dispensary,Dispensary,Ministry of Health,1,0,13.0,N,N,Operational,N,N,Y,Y,Y,13.6,1266860,kisii,NYARIBARI MASABA,Riochungo MKT
4987,20102,Gethsemane Garden Mission Hospital,VCT Centre (Stand-Alone),Non-Governmental Organizations,0,0,0.0,N,N,Operational,N,N,N,N,N,14.2,1131950,homabay,MBITA,Wakiangata
4988,16281,Getiesi Health Centre,Health Centre,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,14.1,605576,nyamira,WEST MUGIRANGO,Mabundu
4989,13569,Getongoroma Dispensary,Dispensary,Ministry of Health,2,0,0.0,N,N,Operational,N,N,Y,N,Y,11.3,1116436,migori,KURIA,Mabera
4990,13570,Getongoroma Health Centre,Health Centre,Christian Health Association of Kenya,6,0,0.0,N,N,Operational,N,N,Y,N,N,11.3,1116436,migori,KURIA,Kegonga
4991,13571,Getontira Clinic,Medical Clinic,Private Enterprise (Institution),1,0,0.0,N,N,Operational,N,N,Y,N,N,11.3,1116436,migori,KURIA,Isibania
4992,12035,Getrude Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,5.0,N,N,Operational,N,N,N,Y,Y,21.2,608599,embu,MANYATTA,Embu
4993,12952,Getrude Donholm Clinic,Medical Clinic,Private Enterprise (Institution),0,0,258.0,Y,Y,Operational,N,N,Y,N,Y,26.3,4397073,nairobi,EMBAKASI WEST,Nairobi
4994,18395,Getrude Embakasi Clinic,Medical Clinic,Private Practice - General Practitioner,6,4,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,EMBAKASI SOUTH,Nairobi
4995,20886,Getrudes Children's Hospital,Medical Clinic,Private Practice - Clinical Officer,6,2,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,MAKADARA,Buruburu
4996,12953,Getrudes Hospital (Nairobi West Clinic),Medical Clinic,Private Enterprise (Institution),0,0,258.0,N,Y,Operational,N,N,Y,Y,Y,26.3,4397073,nairobi,LANG'ATA,Nairobi West shopping center
4997,18969,Geva Family Health Services,Medical Clinic,Private Practice - Clinical Officer,1,1,21.0,N,Y,Operational,N,N,N,N,N,22.6,1155574,kisumu,KISUMU TOWN EAST,Nyamasaria Market
4998,11390,Ghazi Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,N,Y,Y,19.1,340671,taitataveta,VOI,Voi
5000,10247,Giakaibei Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,14.0,N,N,Operational,N,N,N,Y,N,31.0,759164,nyeri,MATHIRA,Giakaibei
5001,16223,Giaki Clinic,Medical Clinic,Private Enterprise (Institution),0,0,6.0,N,N,Operational,N,N,N,N,N,18.6,1545714,meru,NORTH IMENTI,0
5002,12036,Giaki Sub-District Hospital,Sub-District Hospital,Ministry of Health,8,0,6.0,N,N,Operational,N,N,Y,Y,Y,18.6,1545714,meru,NORTH IMENTI,Meru
5003,13572,Gianchore Health Centre,Health Centre,Ministry of Health,1,0,0.0,N,N,Operational,N,N,Y,N,Y,14.1,605576,nyamira,WEST MUGIRANGO,Nyamatoki
5004,12037,Gianchuku Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,Y,Y,33.8,393177,tharakanithi,CHUKA IGAMBANGOMBE,Chogoria
5005,10248,Giathanini Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,GATANGA,Ithanga
5006,13573,Giatunda Dispensary,Dispensary,Ministry of Health,0,0,13.0,N,N,Operational,N,N,Y,Y,Y,13.6,1266860,kisii,SOUTH MUGIRANGO,Tabaka Mkt
5007,20259,Gibea Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,19.3,2162202,nakuru,NAKURU TOWN,Mburu Gichua Road PINKAM
5008,17365,Gichagini Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,KANDARA,0
5009,16799,Gichago Dispensary,Dispensary,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,WESTLANDS,Nairobi
5010,17750,Ilkiremisho Dispensary,Dispensary,Community Development Fund,0,0,6.0,N,N,Operational,N,N,N,N,N,6.1,1157873,narok,NAROK NORTH,Ntulele markert
5011,20372,Illasit Dispensary,Dispensary,Ministry of Health,4,0,0.0,N,N,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO SOUTH,Illasit Market
5012,14567,Illasit Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,4,0,0.0,N,Y,Operational,N,N,Y,N,N,24.6,1117840,kajiado,KAJIADO SOUTH,Illasit Market
5013,12086,Illaut Dispensary,Dispensary,Christian Health Association of Kenya,6,0,0.0,N,N,Operational,N,N,N,Y,Y,13.5,459785,marsabit,LAISAMIS,Ngurunit Centre
5014,12087,Illeret Health Centre (North Horr),Health Centre,Ministry of Health,4,0,0.0,N,N,Operational,N,Y,Y,Y,Y,13.5,459785,marsabit,NORTH HORR,Illeret Town
5015,18251,Illikeek Oodupa Clinic,Medical Clinic,Private Practice - Nurse / Midwife,2,0,6.0,Y,Y,Operational,N,N,N,N,N,6.1,1157873,narok,KILGORIS,Kilgoris
5016,14568,Illinga'rua Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,10.6,666763,baringo,BARINGO CENTRAL,Marigat
5017,20546,Ilmotiok Dispensary,Dispensary,Ministry of Health,2,2,0.0,Y,Y,Operational,N,N,N,N,N,16.5,518580,laikipia,LAIKIPIA EAST,Kimanjo
5018,19724,Ilparakuo Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,N,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Magadi
5019,14561,Ilpolei Dispensary,Dispensary,Ministry of Health,4,1,0.0,Y,Y,Operational,N,Y,Y,N,Y,16.5,518580,laikipia,LAIKIPIA EAST,Ilpolei
5020,15041,Ilpolosat Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,Y,Y,N,N,24.6,1117840,kajiado,KAJIADO NORTH,Isinya
5021,14569,Iltilal Health Centre,Health Centre,Ministry of Health,20,4,0.0,Y,Y,Operational,N,N,Y,Y,Y,24.6,1117840,kajiado,KAJIADO SOUTH,Iltilal Market
5024,16484,Imalaba Dispensary,Dispensary,Ministry of Health,0,0,9.0,N,N,Operational,N,N,N,N,N,9.9,1867579,kakamega,IKOLOMANI,Shisejeri Mkt
5026,21264,Imani 44 Medical Centre,Medical Clinic,Private Practice - Clinical Officer,0,0,258.0,N,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,ROYSAMBU,0
5027,16142,Imani Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,9.0,N,N,Operational,N,N,Y,N,N,9.9,1867579,kakamega,MUMIAS,Mumias
5028,16357,Imani Dispensary,Dispensary,Private Enterprise (Institution),0,0,55.0,N,N,Operational,N,N,Y,N,Y,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
5030,19469,Imani Health Servises,Health Centre,Private Practice - Nurse / Midwife,4,0,258.0,Y,Y,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI SOUTH,Waithaka shoping centre
5031,18177,Imani Hospital,Other Hospital,Private Enterprise (Institution),16,0,55.0,Y,Y,Operational,N,N,N,N,N,28.2,1163186,uasingishu,ELDORET NORTH,Eldoret
5032,21226,Imani Medical and Laboratory Centre,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,KABETE,Muthiga
5034,17669,Imani Medical Centre (Athi River),Medical Clinic,Private Practice - Clinical Officer,1,0,5.0,N,Y,Operational,N,N,N,N,N,18.2,1421932,machakos,KATHIANI,Athi River Town
5035,11392,Giriama Mission Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,0,0,0.0,N,Y,Operational,Y,N,N,Y,Y,10.0,1453787,kilifi,KALOLENI,Kaloleni
5036,13576,Giribe Dispensary,Dispensary,Ministry of Health,2,0,0.0,Y,Y,Operational,Y,N,Y,Y,Y,11.3,1116436,migori,MIGORI,Facility located in Giribe market along Nyamaraga -Ochuna Road
5037,16665,Girigiri Dispensary,Dispensary,Ministry of Health,1,0,0.0,N,N,Operational,N,N,N,N,N,11.3,1116436,migori,KURIA,Kegonga
5038,13348,Girissa Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,N,5.2,867457,mandera,MANDERA CENTRAL,Rhamu
5039,13577,Gisage Dispensary,Dispensary,Ministry of Health,0,0,0.0,N,N,Operational,N,N,Y,N,Y,14.1,605576,nyamira,NORTH MUGIRANGO,Magwagwa
5040,13647,Gita Sub County Hospital,Sub-District Hospital,Local Authority,0,0,21.0,N,N,Operational,N,N,Y,Y,Y,22.6,1155574,kisumu,KISUMU TOWN EAST,Kisumu
5041,19538,Gitanga Medical Centre,Dispensary,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,DAGORETTI NORTH,0
5042,17843,Gitaraka Dispensary,Dispensary,Ministry of Health,1,1,5.0,N,N,Operational,N,N,N,N,N,21.2,608599,embu,SIAKAGO,0
5043,12039,Gitare Dispensary (Embu),Dispensary,Ministry of Health,0,0,5.0,N,N,Operational,N,N,Y,Y,Y,21.2,608599,embu,RUNYENJES,Runyenjes
5044,10257,Gitare Health Centre (Gatundu),Health Centre,Ministry of Health,2,2,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,GATUNDU SOUTH,Gatundutown
5045,10258,Gitaro Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,Y,17.068633206144384,1056640,murang'a,KIHARU,Kahuro
5046,12040,Gitaru Clinic,Medical Clinic,Private Enterprise (Institution),0,0,5.0,N,N,Operational,N,N,Y,Y,N,21.2,608599,embu,GACHOKA,Gitaru Dam
5047,10259,Gitata Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,OTHAYA,Othaya Town
5048,17659,Gitathi Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,MARAGWA,0
5049,10260,Gitaus Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,4.0,N,N,Operational,Y,Y,Y,Y,Y,17.068633206144384,1056640,murang'a,KIHARU,Muranga
5050,19804,Githabai Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,0.0,N,Y,Operational,N,N,N,N,N,11.6,638289,nyandarua,KINANGOP,0
5051,10261,Githagara Health Centre,Health Centre,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,KIHARU,Kahuro
5052,20950,Githakwa Dispensary,Dispensary,Ministry of Health,0,0,14.0,N,N,Operational,N,N,N,N,N,31.0,759164,nyeri,TETU,Githakwa Shopping Centre
5053,17253,Githambo Dispensary,Dispensary,Community Development Fund,0,0,4.0,N,N,Operational,N,N,N,N,N,17.068633206144384,1056640,murang'a,KIHARU,Githambo Market
5054,10262,Githanga (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,4.0,N,N,Operational,N,N,N,N,Y,17.068633206144384,1056640,murang'a,KIHARU,Muranga
5056,10263,Githiga Health Centre,Health Centre,Ministry of Health,16,0,19.0,N,N,Operational,N,N,Y,Y,Y,22.8,2417735,kiambu,GITHUNGURI,Githunguri
5057,10264,Githiga Midways Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Githunguri
5058,17401,Githiga Private Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,LARI,Kagwe
5059,19968,Githima Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Wanjenga
5060,17424,Githima Medical Clinic,Dispensary,Private Practice - Nurse / Midwife,1,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Gatana
5061,16394,Githiriga Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,Y,N,Y,19.3,2162202,nakuru,KURESOI,Muchorwe
5062,10265,Githirioni Dispensary,Dispensary,Ministry of Health,0,0,19.0,N,N,Operational,N,N,Y,N,N,22.8,2417735,kiambu,LARI,Githirioni
5063,18887,Githogoro Runda Baptist Clinic (Getrudes Nairobi),Dispensary,Private Enterprise (Institution),0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,WESTLANDS,Ruaka
5064,12041,Githongo District Hospital,District Hospital,Ministry of Health,40,2,6.0,Y,Y,Operational,Y,N,Y,Y,Y,18.6,1545714,meru,CENTRAL IMENTI,Githongo Market
5065,10266,Githuani (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,0,0,4.0,N,N,Operational,N,N,N,N,N,22.3,610411,kirinyaga,NDIA,Kamoro
5067,10267,Githumu Hospital,Other Hospital,Christian Health Association of Kenya,36,0,4.0,N,N,Operational,Y,Y,Y,Y,Y,17.068633206144384,1056640,murang'a,KANDARA,Githumu
5068,10268,Githunguri Dispensary,Dispensary,Ministry of Health,0,0,4.0,N,N,Operational,N,N,Y,Y,Y,17.068633206144384,1056640,murang'a,KANDARA,Githunguri
5069,10269,Githunguri Health Centre,Health Centre,Ministry of Health,10,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Githunguri
5070,16748,Githunguri Health Centre (Ruiru),Health Centre,Ministry of Health,2,0,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Ruiru town
5071,10270,Githunguri Health Services Clinic,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,N,N,Operational,N,N,Y,N,N,22.8,2417735,kiambu,GITHUNGURI,Githunguri
5072,10271,Githunguri Heathwatch Clinic,Medical Clinic,Private Practice - General Practitioner,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Githunguri
5073,10272,Githunguri Medical Plaza Clinic,Medical Clinic,Private Practice - Nurse / Midwife,0,0,19.0,N,N,Operational,N,N,N,N,N,22.8,2417735,kiambu,GITHUNGURI,Githunguri
5074,10273,Githurai Community Clinic,Medical Clinic,Private Enterprise (Institution),0,0,19.0,N,N,Operational,N,N,Y,N,Y,22.8,2417735,kiambu,JUJA,Githurai
5075,19264,Githurai Health Care and Dental Hospital,Medical Clinic,Private Practice - Clinical Officer,0,0,19.0,Y,Y,Operational,N,N,N,N,N,22.8,2417735,kiambu,JUJA,Githurai 45
5076,17942,Githurai Liverpool VCT,VCT Centre (Stand-Alone),Non-Governmental Organizations,0,0,258.0,N,N,Operational,N,N,N,N,N,26.3,4397073,nairobi,ROYSAMBU,Githurai 45
